Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score,Stress_Exercise_Interaction
24,0,4.8,7,1,2.8,0,201,415.59,87,56.61,0
42,0,7.1,9,1,7.6,1,132,589.67,80,28.88,9
30,2,7.2,6,1,9.7,2,119,587.45,55,25.06,12
22,1,5.4,4,1,8.0,1,281,541.77,70,34.88,4
35,0,5.8,2,0,10.0,1,397,550.6,74,34.89,2
24,1,5.4,3,2,7.9,2,104,526.16,84,55.18,6
55,1,8.4,3,1,5.4,0,246,300.22,43,64.24,0
59,1,9.7,6,1,6.5,1,374,576.0,51,24.67,6
32,0,7.6,4,1,4.1,1,37,564.24,88,55.27,4
50,0,9.4,2,1,10.9,2,409,295.6,93,97.5,4
48,1,8.3,2,1,5.1,1,177,297.91,63,88.26,2
26,1,4.6,7,1,7.8,0,375,510.22,69,20.46,0
36,0,7.2,4,1,5.0,0,475,341.66,79,66.96,0
23,0,6.9,7,2,11.1,1,290,341.87,61,55.87,7
53,0,6.0,10,0,11.1,1,453,319.33,66,51.07,10
49,1,5.4,6,0,7.7,0,310,581.65,83,20.61,0
45,1,8.7,6,1,2.4,0,311,434.36,86,61.19,0
55,1,9.6,1,0,8.1,1,313,520.78,75,54.49,1
27,0,9.4,5,0,1.5,0,82,481.43,70,54.67,0
52,0,4.1,5,1,10.5,2,452,378.54,58,49.32,10
41,2,9.2,5,1,2.3,2,335,597.79,99,58.12,10
51,0,7.8,4,1,1.5,0,184,452.29,55,48.79,0
26,1,7.2,1,0,10.4,2,102,514.54,64,51.0,2
44,1,4.8,1,1,5.0,2,227,303.91,46,77.91,2
51,1,9.3,8,1,3.6,1,327,480.59,78,54.56,8
32,0,4.0,9,2,10.7,0,454,552.5,90,12.79,0
44,1,5.5,5,1,1.9,0,430,489.18,58,32.02,0
44,0,6.5,1,1,5.7,2,318,359.39,95,93.69,2
49,1,4.4,8,1,6.7,2,371,582.07,97,36.82,16
44,0,9.2,4,1,10.2,1,463,308.31,52,65.46,4
43,0,5.9,5,1,11.0,0,281,481.8,56,22.38,0
34,0,5.1,3,2,1.4,0,455,360.62,83,69.4,0
33,0,4.3,7,1,3.4,1,380,216.21,65,83.36,7
52,1,7.5,10,1,10.4,2,178,551.33,83,35.45,20
43,0,5.2,2,1,3.1,0,384,538.44,83,40.83,0
55,1,6.6,6,1,11.2,0,188,225.56,90,83.05,0
47,1,5.2,4,0,4.9,0,135,212.19,96,99.98,0
59,0,6.9,3,1,2.6,1,212,442.15,48,54.97,3
54,1,8.3,1,2,11.9,1,291,255.7,95,100.0,1
31,1,8.7,3,0,3.5,0,191,487.11,98,65.15,0
35,2,7.7,9,2,9.9,1,463,431.42,51,31.89,9
45,1,6.9,1,1,2.0,2,14,494.89,96,84.04,2
57,1,9.2,6,1,8.3,0,68,479.56,72,43.66,0
33,0,6.8,7,0,7.2,0,258,366.79,68,51.51,0
19,1,6.9,5,0,3.4,1,314,337.5,97,89.67,5
37,1,8.9,4,1,9.2,0,439,365.46,98,70.31,0
47,0,6.7,6,0,2.0,2,434,478.65,71,55.44,12
26,0,4.9,6,0,4.0,1,336,332.99,87,78.08,6
18,1,8.6,9,0,10.6,1,417,314.47,98,76.55,9
44,1,5.1,9,0,9.5,0,97,414.52,73,38.42,0
26,1,9.6,1,2,9.4,0,75,453.22,90,66.06,0
37,0,4.5,5,1,11.2,1,162,309.96,92,78.3,5
44,0,4.3,3,0,9.4,1,86,590.01,54,20.45,3
56,1,7.3,2,1,1.6,1,85,435.31,95,86.45,2
52,1,8.1,9,1,11.4,1,43,478.19,68,39.54,9
50,1,8.2,7,1,6.0,0,305,414.38,61,43.74,0
30,1,4.8,3,1,9.9,2,326,520.32,99,55.01,6
31,0,5.6,9,1,3.0,0,130,520.8,48,18.3,0
18,0,6.0,8,2,1.6,2,298,449.33,79,62.25,16
24,0,5.3,6,0,6.7,1,387,234.56,67,80.22,6
50,0,6.5,7,1,3.5,0,291,335.48,68,61.02,0
56,1,4.5,5,0,4.2,2,83,296.1,48,75.69,10
51,1,6.5,7,0,2.9,0,267,463.82,48,31.01,0
45,1,5.9,1,1,5.1,1,463,235.02,84,100.0,1
24,1,7.4,7,1,1.7,0,81,418.38,93,68.4,0
41,1,5.5,3,2,7.7,1,354,481.16,94,58.18,3
32,0,9.0,4,0,9.5,2,341,564.04,77,43.42,8
41,0,8.5,7,1,5.8,0,115,525.5,95,46.92,0
44,1,4.1,9,1,10.9,0,448,415.28,60,20.68,0
56,0,4.5,7,2,4.7,2,57,506.31,58,41.42,14
20,2,5.0,3,1,5.7,0,190,387.84,74,59.01,0
27,1,8.5,4,0,1.7,1,13,455.62,50,60.25,4
29,1,8.6,6,2,1.4,0,411,392.97,63,55.89,0
58,0,5.1,8,0,10.9,0,99,462.33,57,22.32,0
46,1,7.3,9,1,4.1,2,363,582.74,64,28.07,18
25,0,5.8,7,1,7.2,1,163,412.29,92,65.82,7
27,0,9.6,1,0,2.5,0,256,333.57,92,93.74,0
34,1,8.0,8,1,8.0,0,38,263.18,43,59.88,0
26,1,6.7,2,1,1.4,1,154,476.84,53,56.25,2
59,1,5.4,10,0,4.7,2,121,445.38,48,41.1,20
32,1,8.1,1,1,6.7,2,359,436.52,51,59.72,2
21,1,5.6,1,0,9.7,1,457,471.11,92,57.99,1
38,0,10.0,8,1,9.9,0,43,203.75,96,97.33,0
24,1,9.1,3,1,2.6,0,109,284.3,48,77.74,0
25,1,7.0,8,1,10.5,1,225,303.36,77,70.69,8
37,1,8.9,4,0,3.3,2,267,528.65,89,65.9,8
24,0,6.9,5,1,8.7,1,421,598.77,92,33.53,5
23,0,7.4,5,0,8.2,0,279,375.83,67,52.78,0
26,1,8.6,6,2,7.3,2,91,393.18,50,61.9,12
31,0,9.4,5,1,8.9,2,362,410.91,40,49.72,10
53,0,4.2,5,0,8.6,1,456,254.58,53,65.45,5
46,1,6.6,3,1,8.6,0,276,292.23,52,61.08,0
20,1,9.1,9,1,4.7,1,19,442.7,56,51.99,9
48,1,6.0,5,1,3.3,1,124,515.33,50,38.68,5
41,0,6.1,3,1,4.0,0,388,284.27,51,65.56,0
41,1,6.9,10,1,8.6,1,364,332.84,89,67.65,10
53,1,8.4,9,1,8.5,0,324,370.02,63,44.4,0
52,1,7.9,9,0,10.2,2,401,394.64,78,57.71,18
42,0,9.8,7,1,11.9,2,423,468.04,86,54.28,14
56,1,4.3,3,1,5.5,0,16,503.05,40,25.19,0
38,1,7.2,6,2,4.4,0,79,459.63,50,37.61,0
32,2,6.1,9,1,7.4,0,473,372.26,75,44.1,0
51,1,6.4,1,1,4.3,0,364,469.49,98,62.82,0
26,0,9.2,4,1,1.2,0,96,495.57,43,40.58,0
20,1,9.1,2,1,10.8,0,363,462.16,53,35.21,0
27,1,9.8,1,1,1.2,1,107,314.41,48,90.26,1
32,0,9.2,1,1,3.7,0,159,263.78,69,93.21,0
33,1,4.3,6,2,7.6,0,316,275.2,77,66.51,0
30,1,6.5,1,1,8.6,2,444,442.86,60,55.41,2
18,0,5.9,3,2,10.1,0,465,518.02,60,20.01,0
50,1,4.8,7,1,2.6,0,402,469.35,72,36.43,0
25,1,8.7,9,2,8.4,1,147,448.07,70,49.18,9
33,0,6.3,2,1,6.2,1,471,281.27,47,71.5,2
52,0,7.8,2,0,9.8,0,180,586.81,57,19.0,0
31,0,9.4,8,1,3.3,0,427,403.27,54,44.1,0
58,0,4.3,6,1,9.9,0,488,339.53,42,31.4,0
44,1,4.7,1,1,5.1,0,48,379.52,60,60.54,0
18,1,6.9,7,1,10.6,2,67,548.53,99,50.64,14
56,1,4.5,8,1,10.6,1,122,503.48,59,25.25,8
47,0,8.2,5,1,4.0,0,276,241.03,71,85.21,0
52,0,8.1,9,0,5.7,0,332,351.12,43,40.99,0
27,1,8.2,7,1,4.2,1,336,343.62,42,58.11,7
48,1,6.6,10,0,5.1,1,51,420.98,98,68.37,10
29,1,8.4,8,1,5.4,2,333,526.28,44,30.33,16
57,0,5.1,5,1,8.4,0,474,394.15,74,44.43,0
52,0,8.0,1,0,1.6,1,57,201.64,61,100.0,1
51,1,7.5,5,1,4.0,1,474,436.06,60,51.84,5
56,1,4.0,3,0,4.0,2,0,429.13,55,61.98,6
49,0,5.7,6,2,3.4,2,355,200.95,45,86.21,12
29,0,8.7,2,1,6.5,2,482,361.9,56,71.69,4
45,0,9.1,3,1,5.4,1,108,320.28,44,75.56,3
36,1,6.5,9,1,5.5,2,432,559.08,43,16.43,18
41,1,4.6,6,0,10.9,1,286,510.52,97,43.54,6
37,0,9.8,3,1,3.7,2,131,277.06,88,100.0,6
39,1,4.2,2,1,7.2,1,409,314.67,43,59.48,2
28,1,7.5,4,0,11.5,1,364,342.75,46,53.34,4
45,0,8.6,10,1,10.2,1,462,337.52,52,47.41,10
57,0,7.0,10,1,10.2,0,486,271.18,91,64.28,0
37,1,6.2,8,1,7.7,0,82,572.27,77,21.33,0
22,0,7.1,10,0,6.9,1,79,239.86,71,82.79,10
57,0,5.5,10,1,2.6,2,126,226.36,49,81.35,20
24,0,4.2,4,0,7.1,1,431,414.89,58,45.98,4
39,1,9.3,4,1,4.5,1,337,480.63,63,53.5,4
54,1,6.4,6,1,11.7,0,29,261.28,74,71.12,0
58,1,9.3,8,1,4.7,0,157,511.52,55,29.66,0
46,0,5.8,3,1,1.5,1,114,582.85,49,33.43,3
29,1,5.2,2,1,6.7,1,340,530.31,51,31.67,2
46,1,10.0,3,1,5.2,1,453,306.44,77,89.57,3
53,1,8.7,4,0,8.5,1,488,284.65,77,82.95,4
52,0,8.7,7,1,2.1,1,171,279.07,64,87.32,7
39,1,7.2,2,1,8.6,1,426,427.67,79,62.2,2
35,1,5.3,7,2,2.3,0,299,224.55,47,68.24,0
39,0,4.4,4,1,4.4,1,347,592.39,87,37.03,4
36,1,5.3,5,1,8.6,1,216,537.67,96,46.77,5
51,0,9.4,10,1,8.7,2,221,348.71,78,72.21,20
26,0,9.7,2,1,4.4,0,481,228.24,52,82.14,0
27,1,7.0,1,1,9.1,0,437,489.65,56,31.0,0
36,1,7.7,5,2,11.1,0,413,481.02,43,16.82,0
55,0,9.5,4,1,2.5,1,457,250.56,64,93.35,4
26,1,5.1,2,0,8.3,0,270,428.89,40,31.87,0
45,0,8.9,3,1,9.1,1,107,225.13,75,100.0,3
47,0,9.9,7,1,1.2,1,140,431.32,55,61.81,7
42,1,9.9,10,2,6.0,2,11,255.79,87,100.0,20
35,0,9.4,6,1,10.2,0,296,378.15,95,65.05,0
43,1,7.7,8,1,6.5,1,195,521.8,47,27.28,8
36,1,7.7,4,1,3.6,0,277,325.12,45,59.77,0
44,1,8.3,9,1,4.8,1,33,239.58,96,100.0,9
53,1,9.8,6,0,5.1,2,118,443.98,77,72.09,12
21,1,8.6,9,0,4.0,2,321,592.7,47,21.5,18
43,0,6.6,6,1,1.1,2,256,580.94,98,56.61,12
20,0,5.7,6,1,7.4,1,382,274.07,46,62.98,6
53,1,4.2,10,0,8.5,1,496,410.47,57,30.82,10
24,0,8.6,3,1,5.6,0,481,383.83,56,52.21,0
27,0,8.9,6,0,2.6,2,166,213.39,63,100.0,12
21,0,6.8,4,1,8.2,0,11,432.05,99,65.57,0
24,1,4.1,4,1,8.0,0,356,525.07,89,33.07,0
39,1,5.8,3,0,7.9,1,438,215.31,68,88.1,3
47,0,7.5,10,1,8.5,1,293,585.48,47,7.31,10
39,2,9.7,7,1,8.5,1,194,372.01,95,79.27,7
46,1,9.2,3,1,5.1,0,474,463.7,72,48.99,0
28,0,6.6,9,0,7.1,1,332,490.8,86,44.11,9
33,0,7.9,10,0,9.0,1,336,409.16,60,42.39,10
23,1,7.6,4,1,2.8,0,490,331.15,86,76.01,0
54,1,7.6,5,1,10.2,0,152,310.97,81,70.53,0
30,0,8.2,7,1,1.8,2,303,236.97,51,89.64,14
50,0,6.0,8,0,11.8,0,78,335.12,94,62.89,0
25,1,5.5,9,0,7.2,1,269,275.93,73,72.33,9
28,1,8.0,10,2,8.0,1,50,477.4,70,43.43,10
50,0,10.0,9,0,11.6,1,454,394.85,42,35.71,9
50,0,6.6,10,0,2.6,2,32,328.1,89,88.48,20
57,1,7.3,10,2,8.1,1,103,401.91,63,49.9,10
44,1,8.8,3,1,3.4,0,216,228.49,67,92.6,0
56,0,8.9,6,1,4.7,1,268,380.03,93,81.55,6
35,1,8.1,7,1,2.7,0,375,274.02,96,87.98,0
49,0,8.6,4,0,2.0,0,455,526.63,54,31.33,0
58,0,5.0,3,1,10.8,0,5,466.55,62,35.94,0
41,1,4.4,10,0,3.6,1,66,562.35,67,26.85,10
39,0,5.6,7,0,1.9,0,418,453.69,81,45.88,0
20,1,5.7,5,1,10.3,2,149,593.77,49,18.51,10
20,0,9.6,4,1,5.4,2,235,466.18,67,64.2,8
31,0,4.3,10,1,6.6,0,312,205.33,87,76.74,0
49,0,4.7,5,0,6.6,0,370,442.38,71,38.87,0
26,0,6.1,10,0,10.2,1,178,541.69,98,37.06,10
33,0,9.4,3,1,3.6,1,101,481.83,53,56.58,3
42,0,4.5,2,0,3.0,0,322,267.57,87,87.96,0
22,1,5.8,5,0,4.0,2,295,576.03,76,41.7,10
30,1,7.9,5,0,6.3,1,2,549.62,41,30.21,5
48,1,6.2,4,2,10.0,0,375,325.94,49,47.08,0
38,1,7.8,1,1,3.8,1,224,559.96,54,42.09,1
57,0,7.1,10,1,10.8,2,214,322.55,50,54.96,20
26,1,8.8,7,0,7.6,2,61,594.78,53,28.35,14
38,2,4.3,4,1,7.6,0,53,206.79,57,77.17,0
26,0,8.8,4,0,9.4,1,488,526.88,95,50.43,4
27,0,9.9,3,1,1.3,0,147,542.47,52,39.5,0
58,1,5.2,10,1,1.1,0,310,557.65,99,34.11,0
29,0,7.7,5,1,6.2,0,336,500.87,49,25.4,0
28,1,7.0,5,2,6.1,0,372,488.91,84,42.92,0
37,1,9.7,6,1,5.9,1,15,562.74,46,32.46,6
56,2,5.5,2,1,11.1,1,423,359.52,45,49.47,2
50,1,8.7,8,0,5.8,1,430,495.71,73,42.98,8
24,0,7.6,8,1,2.7,2,354,505.98,96,61.74,16
18,1,5.0,9,0,10.1,1,38,208.82,94,93.29,9
31,1,5.7,3,1,1.2,2,204,474.15,44,52.5,6
38,1,5.7,3,1,11.0,0,457,423.98,44,26.1,0
25,0,4.6,1,0,11.5,1,130,357.15,43,54.32,1
34,1,8.8,7,1,1.5,1,362,408.0,42,52.11,7
32,1,9.8,8,1,3.3,1,168,555.83,79,47.15,8
19,0,7.5,2,1,3.4,2,247,593.6,97,60.53,4
30,0,4.0,2,0,3.0,0,151,528.41,70,38.41,0
46,1,4.1,2,1,1.6,1,66,353.38,75,84.08,2
45,0,4.8,8,1,2.5,0,185,356.06,70,56.81,0
25,1,6.4,5,1,2.4,1,361,443.28,52,49.1,5
52,0,9.0,7,0,7.9,0,29,374.83,93,70.6,0
41,0,4.6,4,0,10.6,1,243,527.04,82,38.6,4
24,0,6.6,7,2,4.9,0,162,328.5,55,56.36,0
45,0,7.9,3,0,1.4,1,316,394.83,88,84.58,3
39,0,6.4,6,1,6.6,1,393,567.12,63,25.02,6
43,0,7.3,5,0,4.4,0,450,556.13,76,29.31,0
34,1,4.6,4,1,11.7,2,184,441.32,73,52.92,8
55,1,7.5,4,2,6.3,1,70,526.89,90,58.34,4
23,0,4.5,9,1,5.5,2,43,522.74,53,31.27,18
28,1,4.5,9,0,1.0,0,46,350.93,46,48.09,0
55,0,6.9,6,1,1.3,1,387,253.33,84,96.89,6
19,0,4.2,1,0,11.3,0,459,518.34,63,20.38,0
49,1,7.8,1,1,11.1,0,115,242.53,89,93.73,0
43,0,9.1,5,1,10.8,1,403,500.87,68,39.46,5
48,0,8.7,10,1,9.0,0,261,435.19,64,33.15,0
49,0,5.8,3,2,2.0,1,69,266.05,51,87.38,3
52,1,7.9,7,1,8.5,2,59,268.76,88,97.08,14
19,0,7.0,4,1,4.0,1,498,421.98,47,48.21,4
20,1,8.9,2,1,2.3,1,170,378.02,67,82.45,2
50,1,9.6,7,1,6.8,1,227,405.5,90,72.88,7
24,1,5.2,5,2,3.0,0,390,395.38,55,44.7,0
38,1,4.1,2,1,1.0,2,371,524.22,63,49.41,4
42,0,7.6,8,1,4.4,2,107,250.89,75,96.15,16
33,1,9.2,10,0,4.4,0,81,305.98,74,71.18,0
40,1,9.2,7,2,7.3,0,346,356.92,97,70.54,0
34,0,7.6,8,0,5.3,1,452,597.07,55,15.2,8
50,0,9.4,5,0,3.9,2,376,426.85,52,60.29,10
35,0,4.1,1,1,4.9,0,50,375.38,59,59.79,0
56,1,8.8,2,1,1.1,1,374,302.28,94,100.0,2
40,0,6.2,2,1,3.0,1,208,214.74,49,93.45,2
26,0,4.9,5,1,10.7,0,248,239.32,71,69.4,0
20,0,4.3,6,1,5.1,1,154,222.8,65,86.24,6
52,1,9.6,4,1,10.6,2,258,327.51,60,75.56,8
41,0,4.6,8,1,8.4,1,49,412.16,97,64.43,8
23,0,4.6,10,0,10.5,2,150,577.87,78,23.14,20
36,1,6.0,7,0,2.6,1,409,236.97,95,98.92,7
31,0,5.1,1,0,8.9,0,413,220.84,48,68.78,0
20,0,5.8,7,1,2.6,1,243,356.31,46,57.46,7
23,0,7.1,1,1,7.2,1,207,233.47,53,89.85,1
34,1,5.3,6,1,1.7,1,236,520.34,68,43.61,6
53,1,8.2,6,1,5.0,0,259,526.85,60,28.91,0
39,1,6.2,5,0,9.6,0,454,568.57,53,5.66,0
21,0,4.8,5,0,9.8,2,449,257.2,91,88.55,10
27,1,9.3,10,1,5.9,1,17,557.03,88,45.57,10
49,1,6.7,2,0,3.8,0,55,549.06,89,50.59,0
21,0,5.3,10,0,3.7,0,365,265.26,50,53.54,0
30,1,7.7,1,0,10.3,1,118,258.63,53,83.99,1
36,2,7.6,9,1,7.4,0,336,449.86,73,35.9,0
55,1,7.4,8,1,6.0,1,171,239.29,62,82.5,8
43,1,6.3,4,1,5.2,1,420,593.03,44,16.56,4
47,1,6.4,6,0,2.2,0,82,204.72,87,100.0,0
48,1,4.8,10,1,7.6,1,111,285.12,53,59.96,10
55,1,6.9,1,2,2.9,0,268,249.69,78,94.48,0
29,1,8.8,2,0,10.7,1,69,419.14,45,53.81,2
36,1,5.3,2,2,9.5,0,72,561.35,78,31.35,0
40,0,8.0,3,0,7.4,1,212,551.09,92,53.81,3
58,0,6.6,1,0,3.9,2,134,209.14,71,100.0,2
27,0,5.4,2,1,11.0,2,237,446.81,58,50.09,4
32,1,4.0,4,2,11.0,2,194,238.55,86,92.86,8
34,0,7.6,1,2,11.2,0,192,400.93,97,69.24,0
30,0,4.8,1,2,9.0,1,419,381.4,49,51.65,1
41,0,5.7,5,0,10.4,1,485,263.09,86,80.25,5
33,1,8.6,6,1,6.4,1,151,207.4,53,89.51,6
56,0,6.8,9,1,3.2,1,327,583.8,40,11.96,9
55,0,6.6,1,2,3.4,1,429,551.82,48,34.55,1
47,1,6.8,5,1,8.3,1,311,332.53,61,65.01,5
32,0,8.0,10,0,8.2,2,312,254.97,57,73.46,20
21,0,9.0,9,1,9.4,0,282,481.67,90,39.98,0
27,0,6.6,1,2,4.8,0,167,418.52,73,62.41,0
57,1,7.4,4,1,2.2,2,79,352.82,63,84.62,8
49,0,9.8,8,0,5.3,1,487,317.4,73,74.51,8
38,1,6.1,6,1,4.9,1,302,339.67,83,76.7,6
46,0,9.0,6,1,9.0,2,391,514.48,57,37.43,12
47,1,8.2,3,1,7.1,1,20,393.69,95,86.23,3
24,2,7.0,2,0,9.2,2,465,231.49,76,96.32,4
59,1,5.3,8,1,9.1,1,239,436.55,84,50.41,8
46,1,9.4,10,0,1.6,1,37,575.7,40,24.71,10
27,1,6.4,1,1,4.9,2,193,299.25,91,100.0,2
39,1,9.0,5,0,9.3,1,434,210.67,93,100.0,5
34,0,6.4,8,2,8.3,2,203,206.07,85,98.44,16
35,1,7.6,9,1,9.2,0,356,278.04,43,46.44,0
22,1,5.9,4,1,7.9,0,160,410.52,94,62.33,0
56,0,8.2,2,1,11.8,0,261,325.99,93,76.65,0
34,2,5.5,8,1,6.1,2,72,365.64,76,71.47,16
51,1,4.3,9,1,11.3,2,285,456.71,83,43.33,18
21,1,5.7,5,0,3.5,1,25,230.54,41,82.73,5
58,2,7.5,10,1,1.9,1,35,433.27,40,44.24,10
25,2,4.8,1,1,2.7,0,362,515.43,50,30.41,0
43,0,4.4,5,1,2.3,1,96,264.55,47,77.84,5
42,1,5.8,2,1,2.8,1,125,281.98,49,83.4,2
53,1,4.7,7,1,7.1,2,417,368.06,63,56.57,14
56,1,9.2,9,0,1.3,0,134,298.98,94,87.94,0
28,0,9.4,7,0,8.2,1,292,297.84,67,75.52,7
20,1,6.6,8,1,7.5,0,163,549.49,46,9.11,0
57,0,4.1,7,1,5.0,2,318,502.53,40,26.59,14
45,0,8.7,5,2,1.5,0,112,295.41,96,96.68,0
56,1,7.7,4,0,9.4,2,136,245.72,68,93.63,8
42,0,5.2,4,0,1.8,2,211,458.63,91,74.54,8
39,1,9.5,7,1,5.1,1,50,408.94,99,82.69,7
30,1,6.1,1,1,4.5,1,213,402.64,51,62.58,1
21,1,7.1,8,1,11.4,0,395,221.63,74,68.26,0
45,0,4.4,2,1,3.1,2,39,201.92,80,100.0,4
36,2,7.2,2,1,2.0,2,255,325.56,96,100.0,4
20,0,7.5,2,0,3.2,0,240,316.96,40,63.57,0
44,1,5.6,8,0,11.7,0,2,387.14,93,54.59,0
28,0,8.3,4,0,2.8,1,34,484.88,94,74.91,4
23,1,7.9,8,0,11.8,2,18,523.98,83,45.91,16
48,1,6.3,8,1,3.2,2,64,334.37,99,94.29,16
46,0,6.6,8,1,6.0,1,52,240.96,99,100.0,8
25,1,6.9,9,1,2.1,1,77,445.15,93,68.42,9
28,1,4.7,8,0,3.8,0,87,496.2,80,38.26,0
26,0,8.3,6,1,3.8,2,428,573.33,79,44.28,12
48,0,4.3,7,2,3.8,0,221,519.95,59,22.32,0
18,1,6.2,1,1,11.8,1,499,383.33,71,59.33,1
24,0,6.5,5,2,4.2,1,394,363.32,57,61.77,5
27,0,5.8,5,0,5.0,0,410,506.38,69,31.0,0
26,0,4.8,5,0,5.7,0,422,554.59,49,9.68,0
30,1,8.7,3,1,9.0,0,71,261.2,72,83.95,0
44,0,7.5,3,0,5.1,0,26,245.68,48,78.88,0
35,1,4.5,1,0,1.9,1,163,410.96,47,60.9,1
33,1,9.8,4,2,3.9,2,116,531.1,95,72.41,8
21,1,7.1,4,1,9.3,1,153,309.03,85,85.18,4
47,1,9.2,7,0,11.6,1,366,494.81,97,50.71,7
55,0,5.6,1,0,8.5,0,419,265.38,70,73.84,0
37,1,8.7,2,0,2.0,1,481,301.17,92,100.0,2
58,1,8.5,2,1,7.5,2,161,576.51,94,59.45,4
29,0,5.3,6,0,4.2,1,180,326.21,79,78.83,6
45,1,4.5,2,0,11.0,2,374,488.08,42,30.67,4
18,0,4.3,3,1,5.0,1,481,546.29,63,30.93,3
26,1,7.6,9,0,4.7,1,336,345.19,96,78.9,9
59,0,4.1,5,1,3.0,1,189,473.51,53,42.5,5
50,0,7.1,8,1,5.6,1,254,317.23,96,84.85,8
18,1,4.3,8,0,6.8,1,279,284.91,91,79.83,8
59,0,5.7,3,1,10.3,1,239,502.36,45,28.94,3
26,1,9.8,4,1,11.9,2,46,364.61,59,71.56,8
39,1,8.1,5,1,6.9,0,309,389.63,72,55.73,0
26,1,6.9,10,1,8.6,0,39,331.55,61,50.36,0
22,1,4.1,1,1,4.0,0,209,403.71,60,53.74,0
19,1,6.2,5,2,3.2,2,368,466.96,95,69.91,10
31,0,4.5,7,0,1.4,0,225,508.46,54,25.66,0
29,1,8.6,1,1,8.3,0,447,455.5,40,32.89,0
46,0,7.3,10,1,10.4,1,75,291.43,45,56.43,10
33,1,6.9,7,1,8.8,2,209,453.5,58,45.84,14
26,0,9.9,4,1,6.2,0,406,272.48,55,71.47,0
49,0,8.3,2,1,3.0,0,377,243.07,77,93.55,0
41,1,8.8,2,1,1.8,2,350,404.79,62,77.43,4
37,0,8.3,6,1,4.3,1,178,289.97,69,85.76,6
37,0,7.7,5,1,3.1,1,298,589.47,60,31.54,5
59,1,8.3,4,2,8.8,1,300,532.87,98,54.59,4
22,1,4.0,1,1,3.6,1,177,552.03,94,57.06,1
37,1,9.7,2,1,10.9,0,231,240.89,84,91.28,0
33,1,6.1,8,0,2.6,1,386,452.2,83,55.71,8
36,1,9.5,8,0,2.6,1,194,414.2,99,80.69,8
29,1,5.3,5,1,5.9,1,154,238.89,74,90.86,5
34,0,4.5,7,1,3.5,2,454,554.84,94,45.2,14
51,1,9.4,8,1,3.0,0,388,257.96,51,68.05,0
44,1,8.8,9,0,6.3,1,41,478.33,43,36.11,9
58,0,8.3,2,1,6.9,2,233,260.06,79,100.0,4
43,1,6.7,7,1,2.9,1,20,490.9,72,53.83,7
51,0,6.1,10,1,9.2,1,53,388.74,75,55.05,10
38,1,9.8,1,1,10.8,1,243,239.53,73,98.12,1
59,0,5.0,8,2,10.7,0,4,510.07,86,30.86,0
58,1,7.7,3,1,7.3,0,127,450.21,85,58.38,0
20,1,7.9,10,1,10.0,2,270,244.5,73,81.15,20
58,1,4.4,10,1,11.7,1,182,306.91,58,50.46,10
53,1,5.6,3,1,7.3,2,383,312.34,88,88.53,6
46,0,5.0,7,0,8.9,0,437,474.18,92,35.88,0
36,0,4.3,7,1,10.9,1,487,267.82,63,60.37,7
38,0,7.5,8,0,10.0,1,240,391.11,74,56.02,8
29,0,7.6,6,0,4.9,0,467,260.34,78,77.12,0
40,1,5.1,6,0,5.8,1,458,467.49,69,41.92,6
45,1,8.0,7,0,10.3,0,0,565.32,71,22.83,0
29,0,5.7,5,0,8.3,0,417,506.84,88,35.14,0
19,1,9.5,5,1,9.6,0,18,420.79,51,44.61,0
47,1,6.2,7,1,9.9,0,422,345.95,92,58.45,0
29,0,4.8,8,2,6.6,1,338,468.4,42,24.87,8
56,1,8.7,1,0,1.7,0,288,287.94,40,74.1,0
56,0,7.3,8,1,1.9,2,174,473.32,56,51.38,16
35,1,9.3,4,1,10.2,2,443,431.39,57,53.04,8
41,0,7.9,1,1,10.8,1,189,471.84,62,51.18,1
29,1,9.6,3,1,10.7,1,395,491.64,61,42.81,3
35,0,7.9,1,1,3.1,1,380,249.08,95,100.0,1
23,0,10.0,2,1,2.4,2,417,436.7,92,87.28,4
25,1,6.9,9,0,4.1,2,409,355.86,48,56.16,18
32,0,9.9,9,1,10.0,0,5,206.68,77,85.75,0
24,0,4.8,5,0,8.9,0,343,500.95,81,31.4,0
46,1,6.7,3,2,5.0,1,109,257.32,43,81.33,3
42,1,4.6,5,2,7.6,0,240,460.24,50,26.29,0
30,0,5.3,1,0,10.4,2,73,323.0,68,81.71,2
49,1,4.4,3,0,9.9,0,401,285.64,96,75.32,0
29,2,9.2,7,1,1.4,1,114,597.84,63,36.88,7
42,0,9.9,1,1,10.3,0,14,315.85,44,66.43,0
36,1,8.1,4,1,6.7,0,267,402.69,60,50.7,0
59,1,5.5,1,1,3.3,0,8,450.27,80,63.84,0
33,0,7.9,10,1,8.2,0,445,408.17,80,41.57,0
29,1,9.1,8,2,7.7,2,60,552.67,49,31.84,16
52,1,6.5,5,0,8.5,1,232,585.01,79,32.61,5
53,1,4.3,6,0,4.9,0,134,505.22,46,20.37,0
41,0,9.2,10,1,8.0,1,266,454.67,50,35.3,10
50,0,4.1,9,1,6.1,0,321,434.95,56,25.14,0
53,1,7.2,9,2,11.7,0,337,589.35,77,7.38,0
21,1,7.4,9,1,11.3,0,354,390.24,75,40.23,0
